word,length,arousal,valence,dominance,concreteness,imageability,familiarity,aoa,semsize,gender,polysemy,log_freq,number_of_meanings,avg_variance_between_meanings,PoS,sentiment
argument,8,6.313,2.394,5.25,3.788,3.909,6.419,3.939,5.182,4.727,0,7.5899737380500865,0,0.0,NOUN,1.0
arise,5,5.286,6.0,6.171,3.143,3.257,4.257,5.029,4.571,3.8,0,6.92101464606481,0,0.0,VERB,1.0
aristocracy,11,4.719,4.212,4.588,4.088,4.059,3.941,6.441,5.344,4.061,0,5.6525557502118176,0,0.0,NOUN,1.0
aristocratic,12,4.133,4.3,4.742,4.3,4.065,3.909,5.912,4.774,4.688,0,5.600275723698921,0,0.0,ADJ,1.0
arm,3,3.735,5.471,5.774,6.727,6.571,6.546,1.457,3.171,4.265,1,7.375188958809102,2,2.1088948333333337,NOUN,1.0
armadillo,9,4.029,5.424,4.939,6.559,6.061,4.647,4.706,3.364,4.529,0,5.595224978655699,0,0.0,NOUN,1.0
armed,5,6.254,3.029,5.923,4.746,5.108,4.754,4.536,5.092,5.892,0,7.141975782010043,0,0.0,ADJ,1.0
armour,6,4.5,5.546,6.031,6.273,6.613,4.719,4.147,4.364,5.941,0,6.449279025377079,0,0.0,NOUN,1.0
armoury,7,4.719,4.375,5.636,5.788,5.031,3.324,5.576,4.906,5.879,0,5.345305100726491,0,0.0,NOUN,1.0
arms,4,4.364,5.546,5.636,6.647,6.485,6.469,2.206,3.758,4.912,1,7.438272052833901,2,2.747946944444444,NOUN,1.0
army,4,5.712,3.91,4.424,6.103,6.266,5.417,3.597,6.149,6.328,0,7.65002303995995,0,0.0,NOUN,1.0
aroma,5,5.531,6.576,5.235,3.514,3.588,4.706,5.029,3.412,2.75,0,6.30508834815696,0,0.0,NOUN,1.0
arouse,6,7.688,7.156,6.5,2.879,3.333,5.037,6.0,4.625,4.0,0,5.632041020414149,0,0.0,VERB,1.0
aroused,7,7.943,7.265,5.667,2.677,4.147,5.758,6.171,4.941,4.229,0,5.930155579351989,0,0.0,VERB,1.0
array,5,4.0,5.75,5.161,2.97,2.938,4.179,6.125,4.581,3.636,0,7.400538265682583,0,0.0,NOUN,1.0
arrest,6,4.206,2.457,4.057,4.765,5.4,5.576,4.235,4.886,5.364,0,6.883878187672818,0,0.0,NOUN,1.0
arrested,8,5.344,2.143,3.063,4.807,4.677,5.781,4.143,4.794,5.455,0,6.961310489148084,0,0.0,VERB,1.0
arrive,6,4.971,6.182,5.647,4.177,3.909,6.063,3.03,4.0,3.514,0,7.072348733408357,0,0.0,VERB,1.0
arrogant,8,4.5,2.156,5.452,3.25,3.969,6.0,5.438,4.807,5.844,0,6.141174371617599,0,0.0,ADJ,0.0
arrow,5,4.4,4.514,5.455,6.412,6.719,5.229,3.057,3.029,5.086,0,7.063075858985325,0,0.0,NOUN,1.0
arrows,6,4.382,4.788,5.353,6.033,6.324,4.938,3.029,3.273,4.824,0,6.537489913603643,0,0.0,NOUN,1.0
arse,4,5.094,3.971,5.667,6.0,6.294,6.161,5.0,3.313,5.235,0,6.048290667637077,0,0.0,NOUN,1.0
arsehole,8,4.5,2.147,4.971,4.794,5.677,5.971,5.5,3.765,5.824,0,4.801965939102619,0,0.0,NOUN,1.0
arson,5,5.206,2.059,5.088,4.714,4.706,4.286,5.971,5.394,5.706,0,5.99535039707669,0,0.0,NOUN,1.0
art,3,6.394,7.03,5.938,4.382,5.794,6.364,2.441,5.375,2.971,0,8.331837497862294,0,0.0,NOUN,1.0
artist,6,5.235,6.912,6.0,5.546,6.212,5.879,3.265,4.515,3.265,0,7.828799402505066,0,0.0,NOUN,1.0
arts,4,5.206,6.429,5.743,3.543,4.171,6.088,3.829,4.697,3.0,0,8.027211072247901,0,0.0,NOUN,1.0
ascend,6,5.677,6.529,6.818,3.8,4.647,5.029,5.171,4.882,4.029,0,5.902675037591836,0,0.0,VERB,1.0
ascent,6,5.343,5.686,5.818,4.029,4.257,4.371,5.629,4.743,4.088,0,6.178937830266986,0,0.0,NOUN,1.0
ashamed,7,4.182,1.844,2.818,2.727,3.303,5.531,4.727,4.576,4.061,0,6.286039265874847,0,0.0,ADJ,0.0
ashes,5,3.912,3.657,4.677,5.686,5.657,4.943,4.114,2.714,4.257,0,6.478711909398923,0,0.0,NOUN,0.0
aspect,6,3.857,5.531,5.469,2.6,1.943,4.906,5.971,3.471,3.735,0,7.186142923948286,0,0.0,NOUN,1.0
aspirin,7,3.849,5.029,4.656,5.903,5.818,6.0,5.088,2.188,3.677,0,6.3621613475913845,0,0.0,NOUN,1.0
ass,3,5.333,4.571,5.242,6.382,6.177,5.4,4.206,3.857,4.353,1,7.7928152562269455,2,2.3768510555555555,NOUN,1.0
assassin,8,6.588,2.206,3.529,5.697,5.688,4.879,5.324,4.879,5.882,0,6.161118136164596,0,0.0,NOUN,1.0
assassinate,11,6.088,2.0,6.273,4.971,5.333,4.546,5.543,5.788,5.882,0,5.489640723878992,0,0.0,VERB,1.0
assault,7,5.188,2.03,3.75,4.118,5.0,5.344,5.121,5.219,5.364,0,7.00049069260003,0,0.0,NOUN,1.0
asshole,7,4.941,2.486,5.629,4.647,4.771,5.735,5.743,3.771,5.943,0,6.461914014121189,0,0.0,NOUN,1.0
assist,6,4.758,6.647,6.182,3.441,3.344,5.455,4.647,3.853,3.441,0,7.476596628722645,0,0.0,VERB,1.0
assistant,9,3.853,5.727,4.771,5.4,5.371,5.971,4.677,3.657,3.257,0,7.540567958372561,0,0.0,NOUN,1.0
assuring,8,4.645,7.469,6.032,2.29,2.719,4.667,5.125,4.531,3.0,0,6.095307117787526,0,0.0,VERB,1.0
asteroid,8,6.0,4.559,4.353,6.029,5.677,4.618,4.529,5.546,5.212,0,6.054022871094521,0,0.0,NOUN,1.0
asthma,6,3.667,2.471,3.031,5.457,4.829,5.182,4.029,4.059,4.177,0,6.89316121084146,0,0.0,NOUN,1.0
astonish,8,6.394,5.909,5.206,2.6,3.088,5.091,4.657,4.455,3.758,0,5.180607519961114,0,0.0,VERB,2.0
astonished,10,6.429,5.8,4.857,2.5,3.4,5.758,5.114,5.457,3.471,0,5.87298094027386,0,0.0,ADJ,1.0
astronaut,9,5.515,6.667,5.063,6.424,6.788,5.0,3.273,4.419,5.531,0,6.1046007914504115,0,0.0,NOUN,1.0
astronomer,10,5.156,6.303,5.438,5.333,4.807,3.862,5.121,4.394,5.188,0,5.9103837155872485,0,0.0,NOUN,1.0
astronomy,9,5.118,5.857,5.086,4.394,5.059,4.588,5.657,6.257,4.543,0,7.03209689117524,0,0.0,NOUN,1.0
athletic,8,5.656,7.029,6.219,4.546,5.25,5.613,4.088,4.559,4.879,0,7.152085922104684,0,0.0,ADJ,1.0
athletics,9,4.118,5.912,5.677,5.412,5.735,5.548,4.212,4.364,4.939,0,7.0981046932570875,0,0.0,NOUN,1.0
atmosphere,10,5.938,6.25,4.839,3.645,3.594,6.3,5.065,6.161,3.758,0,7.170358657883145,0,0.0,NOUN,1.0
atom,4,4.171,5.6,4.324,5.485,3.765,4.588,5.914,1.943,4.829,0,7.515567438873321,0,0.0,NOUN,1.0
atomic,6,5.844,3.618,4.394,4.576,5.303,4.594,5.529,5.294,5.0,0,6.998144819580393,0,0.0,NOUN,1.0
atoms,5,4.818,5.677,4.152,5.364,4.636,5.467,5.677,2.667,4.706,0,6.641076122388234,0,0.0,NOUN,1.0
atrocious,9,5.594,1.849,4.5,2.212,1.941,4.182,5.818,5.188,4.212,0,5.518527100117336,0,0.0,ADJ,0.0
atrocity,8,4.971,1.515,3.903,3.194,3.441,3.788,6.273,5.903,4.546,0,5.538069528946095,0,0.0,NOUN,1.0
attack,6,5.353,1.941,4.147,4.441,5.061,5.667,3.529,5.147,5.5,0,7.55144405688132,0,0.0,NOUN,1.0
attacker,8,5.114,2.114,4.057,5.697,5.273,5.03,4.382,5.265,5.559,0,6.2736699180088005,0,0.0,NOUN,1.0
attempt,7,3.727,5.829,5.743,3.629,3.0,5.765,3.914,4.059,3.886,0,7.402294164000901,0,0.0,NOUN,1.0
attendant,9,3.771,5.029,4.8,5.829,5.086,5.059,5.059,3.829,3.857,0,6.362010224426848,0,0.0,NOUN,1.0
attention,9,5.882,6.114,5.529,3.229,3.457,6.152,3.412,4.853,3.412,0,7.6508173206445225,0,0.0,NOUN,1.0
attic,5,3.969,4.75,4.793,6.4,5.967,4.889,3.563,4.125,4.259,0,6.524706184642447,0,0.0,NOUN,1.0
attitude,8,5.303,4.333,5.636,2.788,3.0,5.807,3.97,5.182,3.576,0,7.090998649950349,0,0.0,NOUN,1.0
attract,7,7.057,7.265,6.771,3.029,3.629,6.057,4.514,4.914,2.857,0,6.881326670876867,0,0.0,VERB,1.0
attraction,10,7.206,7.677,6.0,2.629,3.824,6.382,5.4,5.147,2.667,0,7.079111319006761,0,0.0,NOUN,1.0
attractive,10,7.471,7.875,6.147,2.875,4.774,6.156,4.576,5.177,2.485,0,7.073993975724364,0,0.0,ADJ,2.0
attribute,9,4.5,5.886,5.788,2.735,2.771,4.514,5.829,4.618,3.686,0,7.1997280878386745,0,0.0,NOUN,1.0
auction,7,3.559,5.306,4.588,5.314,6.029,5.424,4.8,4.206,4.75,0,7.649526879581891,0,0.0,NOUN,1.0
auctioneer,10,3.516,4.839,5.226,5.7,5.194,3.484,5.452,3.903,5.226,0,5.861380857331334,0,0.0,NOUN,1.0
audience,8,4.727,5.781,5.121,5.697,6.065,6.125,3.667,5.563,4.121,0,7.388681141074013,0,0.0,NOUN,1.0
auditorium,10,4.382,5.313,5.061,6.455,6.061,5.242,5.971,5.667,4.5,0,6.628202603299844,0,0.0,NOUN,1.0
aunt,4,4.286,6.206,4.727,5.677,5.765,5.727,2.029,4.061,1.273,0,6.662194961317184,0,0.0,NOUN,1.0
authentic,9,5.061,7.156,6.281,3.182,3.212,5.406,5.515,4.344,3.667,0,7.010089629151023,0,0.0,ADJ,2.0
author,6,4.735,6.0,5.546,5.576,4.714,5.941,3.743,3.677,3.912,0,8.254822164067209,0,0.0,NOUN,1.0
autopsy,7,5.235,3.529,4.206,5.353,5.152,4.364,6.118,4.424,4.5,0,6.107827382327945,0,0.0,NOUN,1.0
autumn,6,4.971,6.057,4.829,4.686,6.171,6.313,2.353,4.486,3.324,0,6.984504810456049,0,0.0,NOUN,1.0
avalanche,9,6.625,2.781,4.129,6.033,5.964,4.172,4.813,6.344,4.69,0,6.4492171268082865,0,0.0,NOUN,1.0
avenge,6,6.656,3.758,6.594,2.455,2.588,3.31,5.647,5.233,5.613,0,5.559526001969576,0,0.0,VERB,1.0
avenue,6,3.774,5.323,5.0,5.375,5.063,4.923,4.091,4.406,3.71,0,7.554461696218016,0,0.0,NOUN,1.0
award,5,6.294,7.941,6.588,5.618,5.647,5.909,3.5,4.794,4.0,0,7.775626181340403,0,0.0,NOUN,1.0
awarded,7,5.967,7.29,6.29,3.156,3.065,5.407,4.061,4.969,4.035,0,7.189231259943725,0,0.0,VERB,1.0
aware,5,5.529,6.143,7.156,2.629,2.588,5.697,3.765,5.0,3.353,0,7.40993866604262,0,0.0,ADJ,1.0
away,4,3.594,4.152,4.546,3.086,2.939,6.182,2.257,3.912,3.938,0,8.052453347700018,0,0.0,ADV,1.0
awe,3,6.657,7.343,4.912,2.529,3.114,5.375,4.857,5.314,3.343,0,6.350596864828633,0,0.0,ADJ,1.0
awesome,7,6.688,8.29,6.656,2.061,2.719,6.31,4.344,5.161,4.152,0,7.18611132225445,0,0.0,ADJ,2.0
awful,5,3.0,2.118,3.971,2.206,3.0,5.882,3.657,4.429,4.486,0,6.717451636657277,0,0.0,ADJ,1.0
awkward,7,5.0,3.118,3.031,2.844,3.333,5.968,4.514,4.114,4.121,0,6.304024100182303,0,0.0,ADJ,0.0
axe,3,5.152,3.515,5.324,6.412,6.364,4.581,3.471,3.677,5.6,0,6.441565691884274,0,0.0,NOUN,1.0
axle,4,3.429,5.0,5.286,5.929,5.464,3.71,5.69,3.429,5.033,0,6.397325307737783,0,0.0,NOUN,1.0
baboon,6,3.971,5.114,5.029,6.571,6.588,4.394,3.543,4.114,5.486,0,5.555191216511408,0,0.0,NOUN,1.0
baby,4,4.29,6.594,4.313,6.607,6.593,5.929,1.844,2.546,2.688,0,8.070761939379857,0,0.0,NOUN,1.0
background,10,3.625,5.265,4.758,3.485,3.424,5.548,3.714,5.273,3.882,0,7.71778807938794,0,0.0,NOUN,1.0
bacon,5,6.242,6.088,5.781,6.559,6.882,6.273,2.529,2.765,5.091,0,6.731202240349729,0,0.0,NOUN,1.0
bacteria,8,4.059,3.471,3.853,5.618,4.824,5.412,4.941,2.206,4.206,0,6.876850859902944,0,0.0,NOUN,1.0
bad,3,5.059,1.853,4.471,2.771,3.6,6.471,1.588,4.667,4.714,0,7.97816584383812,0,0.0,ADJ,0.0
badge,5,3.03,5.294,5.353,6.529,6.441,5.576,2.794,2.559,4.765,0,6.788531640186761,0,0.0,NOUN,1.0
badger,6,3.849,4.971,5.088,6.667,6.364,5.294,3.324,3.412,4.677,0,6.35713638305921,0,0.0,NOUN,1.0
bag,3,3.727,5.219,5.688,6.607,6.484,6.552,2.344,2.968,2.813,0,7.6092936175127,0,0.0,NOUN,1.0
baggage,7,4.097,3.807,3.548,5.621,6.0,5.269,4.406,4.125,3.839,0,6.36939937300866,0,0.0,NOUN,1.0
bail,4,3.613,3.657,4.371,3.912,3.229,4.4,5.457,4.0,4.706,0,6.572825267242655,0,0.0,NOUN,1.0
bait,4,4.867,4.167,3.767,4.807,4.733,3.724,4.25,2.438,4.379,0,6.484196023438683,0,0.0,NOUN,1.0
bake,4,5.559,6.857,6.029,5.171,6.029,5.97,2.714,3.559,2.412,0,6.578155716705569,0,0.0,VERB,1.0
baker,5,4.543,6.229,5.429,6.286,6.371,5.515,2.457,3.886,4.6,0,7.172090991001173,0,0.0,PROPN,1.0
bald,4,2.697,3.515,4.424,5.879,6.281,5.818,3.061,2.906,6.455,0,6.774080042844651,0,0.0,ADJ,1.0
ball,4,4.433,5.667,5.594,6.6,6.643,6.5,1.813,2.71,5.179,1,7.637488788873674,2,1.0898479999999997,NOUN,1.0
balloon,7,4.849,6.212,5.375,6.031,6.581,5.794,2.147,3.265,3.844,0,6.827344326255493,0,0.0,NOUN,1.0
ballroom,8,4.735,6.618,5.516,6.559,6.371,4.906,4.177,5.177,2.571,0,6.50637837853822,0,0.0,NOUN,1.0
bamboo,6,3.424,5.829,5.706,6.514,6.5,5.156,4.111,3.471,4.083,0,6.616654236289017,0,0.0,NOUN,1.0
ban,3,3.818,2.548,3.906,3.576,3.129,5.516,3.667,3.97,4.563,0,7.077008546049228,0,0.0,VERB,1.0
banal,5,2.818,3.095,4.333,2.632,2.211,2.645,6.609,3.191,4.909,0,5.415188771411212,0,0.0,ADJ,0.0
banana,6,5.03,5.886,5.219,6.6,6.788,6.394,1.943,2.647,4.029,0,6.74569462467898,0,0.0,NOUN,1.0
band,4,5.094,6.031,5.303,5.781,6.032,6.156,3.059,4.121,4.813,1,7.836128202180691,2,1.3577829999999997,NOUN,1.0
bandage,7,4.2,4.171,4.441,5.971,6.265,5.5,2.912,2.8,3.97,0,5.78189389608784,0,0.0,NOUN,1.0
bandit,6,5.818,3.121,5.118,5.226,5.033,3.75,4.735,4.182,5.576,0,6.127064932190867,0,0.0,NOUN,1.0
bandits,7,5.182,2.824,3.794,5.353,5.412,4.273,4.471,4.118,5.697,0,5.944765365054033,0,0.0,NOUN,1.0
bang,4,6.364,4.206,4.412,4.353,4.758,5.576,2.382,5.4,5.086,0,7.245426219803421,0,0.0,NOUN,1.0
banjo,5,4.636,5.606,5.2,6.486,6.324,4.594,4.771,3.057,5.0,0,6.287952811264397,0,0.0,NOUN,1.0
bank,4,3.771,4.943,4.229,5.714,6.086,6.25,3.257,5.147,5.0,1,7.961702696117918,3,1.1868175555555553,NOUN,1.0
banker,6,3.294,3.735,4.471,6.235,5.882,5.394,4.206,3.758,5.853,0,6.616866990146169,0,0.0,NOUN,1.0
bankrupt,8,4.156,1.788,2.548,4.606,3.606,5.5,5.871,4.839,4.818,0,6.135855237725279,0,0.0,ADJ,0.0
banks,5,3.0,4.206,4.265,5.571,5.971,5.813,3.486,4.914,5.057,1,7.485468482744584,2,0.4459424444444443,NOUN,1.0
banner,6,4.323,5.406,5.258,5.967,5.969,4.613,4.063,3.774,4.296,0,7.283309552601349,0,0.0,NOUN,1.0
bar,3,5.147,5.618,5.529,6.265,6.529,6.5,3.941,4.091,5.118,1,7.888601082991927,4,0.9359770092592592,NOUN,1.0
bare,4,5.194,5.094,4.25,3.938,4.29,5.214,3.688,3.467,3.667,0,6.931773052052442,0,0.0,ADJ,1.0
barely,6,3.0,3.971,4.0,2.971,2.618,5.657,4.229,2.118,4.257,0,6.83022234689311,0,0.0,ADV,1.0
barge,5,4.156,4.344,5.625,5.688,5.273,3.452,5.152,4.697,5.519,1,6.12054629340488,2,0.9046355555555555,NOUN,1.0
bark,4,4.886,4.657,5.8,4.941,5.086,5.469,2.4,3.629,4.943,1,6.551442678341273,2,0.4402839444444443,NOUN,1.0
barley,6,2.636,5.0,5.147,6.412,5.853,4.063,4.457,2.303,4.235,0,6.383877813754832,0,0.0,NOUN,1.0
barn,4,3.324,5.486,5.441,6.546,6.618,5.355,2.639,4.714,4.806,0,6.774676275136685,0,0.0,NOUN,1.0
barnacle,8,3.75,4.968,4.484,6.2,5.71,3.844,4.813,2.094,4.452,0,5.243898339966075,0,0.0,NOUN,1.0
baroque,7,4.539,5.04,4.958,4.042,3.583,2.882,6.346,4.24,3.826,0,6.311770173273847,0,0.0,ADJ,1.0
barrage,7,4.138,3.677,4.519,4.533,4.037,3.097,5.333,5.241,5.067,0,5.803013717809047,0,0.0,NOUN,1.0
barrel,6,3.333,4.939,5.061,6.636,6.469,5.031,3.697,3.419,5.0,0,6.81745555915859,0,0.0,NOUN,1.0
barrier,7,3.882,3.364,3.486,5.735,5.706,5.4,4.286,4.765,4.788,0,6.921874559677055,0,0.0,NOUN,1.0
basement,8,3.75,4.177,4.412,5.971,6.147,5.303,3.941,3.882,4.441,0,6.805233742693374,0,0.0,NOUN,0.0
basket,6,3.257,5.177,5.171,6.2,6.235,6.0,2.235,2.857,3.265,0,7.653440188462108,0,0.0,NOUN,1.0
basketball,10,4.5,5.677,4.909,6.576,6.647,5.938,3.324,3.088,5.576,0,7.52954340508858,0,0.0,NOUN,1.0
bass,4,3.969,5.514,5.455,5.0,4.765,4.824,4.514,3.886,4.824,1,7.419123963818901,2,0.7914745555555556,PROPN,1.0
bassoon,7,4.138,5.444,5.375,6.667,5.24,2.833,5.222,4.16,4.769,0,5.790261935344134,0,0.0,PROPN,1.0
bastard,7,6.031,2.455,5.0,4.281,3.032,5.333,5.152,4.621,6.258,0,6.39864160896941,0,0.0,NOUN,0.0
bastards,8,5.031,2.194,5.0,3.303,2.677,5.903,5.879,4.438,6.219,0,6.058197048394998,0,0.0,NOUN,1.0
bat,3,4.939,5.313,5.161,6.69,6.533,4.893,2.533,2.438,4.621,1,6.8879153535745115,2,0.17969433333333332,NOUN,1.0
bath,4,4.807,6.548,5.656,6.586,6.654,6.444,1.871,3.75,2.6,0,7.484830749410796,0,0.0,NOUN,1.0
bathroom,8,3.546,5.677,5.324,6.686,6.677,6.5,2.059,3.813,3.143,0,7.260911435947698,0,0.0,NOUN,1.0
battered,8,5.031,2.281,3.774,4.875,5.031,5.767,4.469,4.677,4.97,0,6.093676933265854,0,0.0,VERB,1.0
battery,7,3.818,5.457,4.943,6.406,6.147,5.824,3.371,2.743,4.882,0,7.711381656558367,0,0.0,NOUN,1.0
battle,6,5.576,2.333,5.559,5.387,5.686,4.897,3.514,6.059,6.091,0,7.496160764535663,0,0.0,NOUN,1.0
bayonet,7,4.581,3.387,4.667,6.033,6.219,3.546,6.063,3.774,5.469,0,5.752689807448907,0,0.0,NOUN,1.0
bazooka,7,5.548,3.414,5.267,6.0,5.677,3.147,5.097,4.433,5.645,0,5.59856509647964,0,0.0,NOUN,1.0
beach,5,6.167,6.839,5.581,6.516,6.5,6.154,2.516,5.452,3.259,0,8.02383941831125,0,0.0,NOUN,1.0
bead,4,3.758,5.394,5.353,6.281,5.909,4.879,2.813,1.71,2.677,0,6.691683161212663,0,0.0,NOUN,1.0
beagle,6,3.875,5.613,4.833,6.419,6.438,4.333,4.636,3.063,4.063,0,6.115075051041568,0,0.0,NOUN,1.0
beak,4,3.029,4.857,5.0,6.441,6.394,4.844,2.939,2.394,4.0,0,5.749259257037325,0,0.0,NOUN,1.0
beaker,6,3.182,4.938,4.853,6.394,6.03,4.469,4.242,2.97,4.364,0,5.622984496863653,0,0.0,NOUN,1.0
bean,4,3.529,5.206,5.543,6.743,6.629,5.771,2.257,1.5,4.343,0,6.9464182668745,0,0.0,NOUN,1.0
bear,4,5.394,4.831,5.077,6.483,6.571,5.61,2.254,5.433,5.212,0,7.504896955235381,0,0.0,NOUN,1.0
beard,5,4.5,5.47,5.606,6.485,6.656,6.241,2.91,3.354,6.631,0,6.500581686803304,0,0.0,NOUN,1.0
beast,5,6.209,3.105,5.721,4.646,5.563,5.047,3.059,5.588,5.831,0,7.169896549142918,0,0.0,NOUN,1.0
beat,4,4.97,3.939,5.152,4.2,4.4,5.516,3.412,3.879,5.0,1,7.4411712790034406,3,0.5750669629629629,VERB,1.0
beaten,6,4.758,2.212,3.182,3.879,4.546,5.533,3.576,4.697,4.594,0,6.638150674824768,0,0.0,VERB,1.0
beautician,10,4.182,4.967,4.379,5.594,5.281,4.0,5.727,3.515,1.606,0,5.313687984208849,0,0.0,NOUN,1.0
beautiful,9,7.029,8.441,6.344,2.515,5.412,6.517,2.559,5.333,1.441,0,7.767184105441129,0,0.0,ADJ,2.0
beauty,6,6.781,7.344,5.594,2.727,4.313,5.867,3.333,4.625,1.807,0,7.942366458617093,0,0.0,NOUN,2.0
beaver,6,4.697,5.781,5.233,6.793,6.5,4.036,3.688,3.0,4.414,0,6.938630536185644,0,0.0,NOUN,1.0
become,6,5.323,6.2,5.807,2.188,2.063,6.333,3.677,4.807,3.857,0,8.080969155772179,0,0.0,VERB,1.0
bed,3,5.242,7.029,5.441,6.657,6.656,6.594,1.543,4.294,3.588,0,7.807960191715893,0,0.0,NOUN,1.0
bee,3,4.727,4.788,5.281,6.844,6.933,6.188,2.091,1.727,3.152,0,6.937504552051249,0,0.0,PROPN,1.0
beef,4,4.849,5.118,5.765,6.471,6.531,6.471,3.229,3.333,5.559,0,7.058481788236402,0,0.0,NOUN,1.0
beehive,7,5.265,4.971,4.471,6.353,6.303,5.235,3.182,3.147,3.364,0,5.948014190408575,0,0.0,NOUN,1.0
beer,4,5.177,5.543,5.353,6.629,6.714,6.618,4.147,3.0,5.882,0,7.311472156221533,0,0.0,NOUN,1.0
beet,4,3.167,5.226,5.242,5.429,4.323,4.029,5.125,2.8,4.063,0,5.911717301310784,0,0.0,NOUN,1.0
beetle,6,3.265,4.364,5.061,6.677,6.706,5.121,2.382,1.657,4.882,0,6.506173299580737,0,0.0,NOUN,1.0
befall,6,3.758,3.968,3.807,2.625,2.833,3.156,5.697,3.194,3.871,0,5.2953845479703965,0,0.0,VERB,1.0
beg,3,4.2,2.943,2.909,3.647,4.229,5.706,3.382,3.559,3.914,0,6.417769535332043,0,0.0,VERB,1.0
beggar,6,3.031,2.7,4.323,5.844,6.258,4.931,4.303,2.968,4.844,0,5.72546731448827,0,0.0,NOUN,1.0
begin,5,4.941,6.257,5.941,3.0,2.5,5.971,2.743,3.667,4.091,0,7.657389595645824,0,0.0,VERB,1.0
beginning,9,5.469,7.324,5.758,3.152,2.613,6.212,2.912,4.546,3.516,0,7.691513307512505,0,0.0,NOUN,1.0
behalf,6,3.629,5.177,5.088,2.706,2.765,4.455,4.818,3.75,3.853,0,7.327314378596345,0,0.0,NOUN,1.0
behave,6,3.7,5.719,4.613,3.188,3.344,6.438,2.344,4.226,3.625,0,6.50432539366005,0,0.0,VERB,1.0
behaviour,9,4.886,5.147,5.735,3.143,3.735,6.063,3.143,4.686,3.886,0,7.151540438996794,0,0.0,NOUN,1.0
behind,6,4.303,4.212,4.091,4.177,4.25,6.2,2.457,3.727,3.758,0,7.730983497896391,0,0.0,ADV,1.0
beige,5,2.594,4.606,4.618,4.273,5.849,5.516,4.294,2.818,3.353,0,6.632308857564854,0,0.0,NOUN,1.0
belfry,6,3.867,5.111,4.889,5.438,4.177,1.735,6.556,3.588,4.182,0,5.416745324390984,0,0.0,NOUN,1.0
belief,6,5.333,6.697,5.143,2.824,3.143,5.912,4.177,5.529,3.343,0,7.083076501261894,0,0.0,NOUN,1.0
believe,7,5.667,6.625,5.633,2.258,2.29,6.125,3.188,4.867,3.483,0,7.880345061613665,0,0.0,VERB,1.0
bell,4,4.0,5.606,5.294,6.647,6.735,5.97,2.177,2.794,3.706,0,7.402844373167936,0,0.0,PROPN,1.0
belly,5,4.594,4.438,4.516,6.0,6.067,5.862,2.419,4.031,4.467,0,6.866071851935001,0,0.0,NOUN,1.0
belong,6,5.188,6.813,5.303,2.188,2.455,5.889,3.382,5.1,3.241,0,6.965370915862129,0,0.0,VERB,1.0
belt,4,4.516,4.742,4.807,6.621,6.344,6.185,2.75,2.438,5.267,0,7.236723509695779,0,0.0,NOUN,1.0
bench,5,2.677,5.257,5.029,6.6,6.606,5.853,2.886,3.152,4.294,0,6.95386648895681,0,0.0,NOUN,1.0
bend,4,4.088,4.829,4.857,4.6,4.914,5.515,2.486,3.559,3.735,0,6.9704487421423105,0,0.0,VERB,1.0
beneficial,10,5.971,7.971,5.886,2.8,2.829,5.543,5.371,5.471,3.543,0,6.855769423724207,0,0.0,ADJ,2.0
benefit,7,5.286,7.457,5.771,3.6,3.457,5.625,4.765,5.059,3.571,0,7.678550426423208,0,0.0,NOUN,2.0
bereavement,11,3.455,1.879,2.938,3.364,3.333,4.091,6.182,5.303,3.438,0,6.015941638621294,0,0.0,NOUN,1.0
berry,5,4.853,5.971,5.114,6.588,6.343,5.697,2.486,1.657,2.743,0,6.878056575578232,0,0.0,PROPN,1.0
best,4,6.0,8.147,6.818,2.647,3.029,6.242,2.571,4.969,4.088,0,8.57037099528115,0,0.0,ADJ,2.0
betray,6,5.206,1.742,3.697,2.742,2.719,5.424,5.118,5.382,4.818,0,5.745997077911754,0,0.0,VERB,1.0
betrayal,8,5.333,1.629,3.767,2.265,3.629,4.735,5.314,5.765,4.677,0,6.077479099509656,0,0.0,NOUN,1.0
beverage,8,4.912,5.765,5.735,6.343,6.412,6.212,5.222,3.171,4.257,0,6.9229973646935035,0,0.0,NOUN,1.0
beware,6,5.546,2.485,3.719,2.406,3.625,5.813,3.515,4.849,4.781,0,6.573408796338774,0,0.0,VERB,0.0
bicycle,7,4.941,5.882,5.969,6.818,6.667,6.333,2.382,3.818,4.088,0,6.921420199959401,0,0.0,NOUN,1.0
bid,3,4.286,5.429,6.355,3.485,3.879,4.727,4.943,3.794,4.438,0,7.847739892005065,0,0.0,NOUN,1.0
bigot,5,4.419,1.677,4.758,4.031,4.125,4.516,6.235,4.6,5.382,0,5.412068917851677,0,0.0,NOUN,1.0
bike,4,4.829,5.969,6.147,6.546,6.794,6.097,2.343,3.375,4.912,0,7.385363072094492,0,0.0,NOUN,1.0
billion,7,6.265,6.353,5.529,4.088,3.0,5.546,4.324,6.206,4.588,0,7.499508146670444,0,0.0,NUM,1.0
binder,6,3.212,5.061,5.03,5.323,5.469,4.697,4.936,2.818,4.156,0,6.428665993622409,0,0.0,NOUN,1.0
biology,7,5.182,5.471,4.5,5.182,4.206,6.194,4.647,4.941,3.647,0,7.366334258697906,0,0.0,NOUN,1.0
bird,4,4.862,6.281,6.133,6.633,6.778,6.708,2.097,2.548,3.25,0,7.4688957608560775,0,0.0,NOUN,1.0
